Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Gastrodon,Hidden Power (Dark),Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power (Steel),Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Gastrodon,Hidden Power,Body Slam,8.301,235.7,134.9,2324,,,,
Lunatone,Rock Throw,Psychic,12.258,317.3,584.5,2327,,,,
Lunatone,Confusion,Psychic,12.154,314.6,564.7,2327,,,,
Lunatone,Rock Throw,Rock Slide,11.608,300.4,470,2327,,,,
Lunatone,Confusion,Rock Slide,11.452,296.4,445.2,2327,,,,
Lunatone,Rock Throw,Moonblast,10.15,262.7,274.7,2327,,,,
Lunatone,Confusion,Moonblast,9.784,253.2,237.1,2327,,,,
Solrock,Rock Throw,Psychic,12.258,317.3,584.5,2327,,,,
Solrock,Confusion,Psychic,12.154,314.6,564.7,2327,,,,
Solrock,Rock Throw,Rock Slide,11.608,300.4,470,2327,,,,
Solrock,Confusion,Rock Slide,11.452,296.4,445.2,2327,,,,
Solrock,Rock Throw,Solar Beam,10.971,284,375,2327,,,,
Solrock,Confusion,Solar Beam,10.687,276.6,337.6,2327,,,,
Hitmonchan,Counter,Return,12.127,271.2,483.7,2332,,,,
Hitmonchan,Counter,Close Combat,11.798,263.8,433.3,2332,,,,
Hitmonchan,Counter,Power-Up Punch,11.665,260.9,414.1,2332,,,,
Hitmonchan,Counter,Brick Break,11.284,252.3,362.6,2332,,,,
Hitmonchan,Counter,Ice Punch,10.807,241.7,305,2332,,,,
Hitmonchan,Rock Smash,Return,10.743,240.2,297.9,2332,,,,
Hitmonchan,Counter,Fire Punch,10.691,239.1,292.1,2332,,,,
Hitmonchan,Rock Smash,Power-Up Punch,10.675,238.7,290.4,2332,,,,
Hitmonchan,Counter,Thunder Punch,10.476,234.3,269.3,2332,,,,
Hitmonchan,Rock Smash,Close Combat,10.333,231.1,254.9,2332,,,,
Hitmonchan,Bullet Punch,Power-Up Punch,10.326,230.9,254.3,2332,,,,
Hitmonchan,Bullet Punch,Return,10.255,229.3,247.3,2332,,,,
Hitmonchan,Rock Smash,Brick Break,10.233,228.8,245.2,2332,,,,
Hitmonchan,Bullet Punch,Close Combat,9.866,220.6,211.9,2332,,,,
Hitmonchan,Rock Smash,Ice Punch,9.859,220.5,211.2,2332,,,,
Hitmonchan,Rock Smash,Fire Punch,9.81,219.4,207.1,2332,,,,
Hitmonchan,Bullet Punch,Brick Break,9.749,218,202,2332,,,,
Hitmonchan,Rock Smash,Thunder Punch,9.532,213.2,184.6,2332,,,,
Hitmonchan,Bullet Punch,Ice Punch,9.338,208.8,170,2332,,,,
Hitmonchan,Bullet Punch,Fire Punch,9.319,208.4,168.6,2332,,,,
Hitmonchan,Bullet Punch,Thunder Punch,8.93,199.7,142.2,2332,,,,
Shadow Hitmonchan,Counter,Close Combat,14.064,262.1,729.1,2332,,,,
Shadow Hitmonchan,Counter,Power-Up Punch,14.029,261.4,721.9,2332,,,,
Shadow Hitmonchan,Counter,Brick Break,13.548,252.5,627.8,2332,,,,
Shadow Hitmonchan,Counter,Ice Punch,12.963,241.6,526.2,2332,,,,
Shadow Hitmonchan,Rock Smash,Power-Up Punch,12.884,240.1,513.4,2332,,,,
Shadow Hitmonchan,Counter,Fire Punch,12.825,239,504.1,2332,,,,
Shadow Hitmonchan,Counter,Thunder Punch,12.55,233.9,462.3,2332,,,,
Shadow Hitmonchan,Bullet Punch,Power-Up Punch,12.459,232.2,449.1,2332,,,,
Shadow Hitmonchan,Rock Smash,Close Combat,12.333,229.8,431.1,2332,,,,
Shadow Hitmonchan,Rock Smash,Brick Break,12.328,229.7,430.4,2332,,,,
Shadow Hitmonchan,Rock Smash,Ice Punch,11.867,221.1,369.5,2332,,,,
Shadow Hitmonchan,Rock Smash,Fire Punch,11.81,220.1,362.5,2332,,,,
Shadow Hitmonchan,Bullet Punch,Close Combat,11.741,218.8,354.2,2332,,,,
Shadow Hitmonchan,Bullet Punch,Brick Break,11.739,218.8,353.9,2332,,,,
Shadow Hitmonchan,Rock Smash,Thunder Punch,11.459,213.5,321.3,2332,,,,
Shadow Hitmonchan,Bullet Punch,Ice Punch,11.239,209.4,297.4,2332,,,,
Shadow Hitmonchan,Bullet Punch,Fire Punch,11.222,209.1,295.5,2332,,,,
Shadow Hitmonchan,Bullet Punch,Thunder Punch,10.735,200,247.5,2332,,,,
Shadow Hitmonchan,Bullet Punch,Frustration,3.332,62.1,2.3,2332,,,,
Shadow Hitmonchan,Counter,Frustration,3.332,62.1,2.3,2332,,,,
Shadow Hitmonchan,Rock Smash,Frustration,3.332,62.1,2.3,2332,,,,
Shadow Shiftry,Snarl,Leaf Blade,17.293,301.9,1561.5,2333,,,,
Shadow Shiftry,Feint Attack,Leaf Blade,16.883,294.8,1418.7,2333,,,,
Shadow Shiftry,Razor Leaf,Leaf Blade,16.768,292.8,1380.2,2333,,,,
Shadow Shiftry,Snarl,Foul Play,16.482,287.8,1288.5,2333,,,,
Shadow Shiftry,Bullet Seed,Leaf Blade,16.235,283.5,1213.1,2333,,,,
Shadow Shiftry,Feint Attack,Foul Play,15.894,277.5,1114.2,2333,,,,
Shadow Shiftry,Razor Leaf,Foul Play,15.822,276.2,1094.1,2333,,,,
Shadow Shiftry,Bullet Seed,Foul Play,14.875,259.7,854.7,2333,,,,
Shadow Shiftry,Snarl,Hurricane,13.4,234,562.9,2333,,,,
Shadow Shiftry,Razor Leaf,Hurricane,13.398,233.9,562.7,2333,,,,
Shadow Shiftry,Feint Attack,Hurricane,13.046,227.8,505.7,2333,,,,
Shadow Shiftry,Bullet Seed,Hurricane,11.357,198.3,290.5,2333,,,,
Shadow Shiftry,Razor Leaf,Leaf Tornado,10.946,191.1,250.6,2333,,,,
Shadow Shiftry,Feint Attack,Leaf Tornado,10.53,183.9,214.7,2333,,,,
Shadow Shiftry,Snarl,Leaf Tornado,10.526,183.8,214.3,2333,,,,
Shadow Shiftry,Bullet Seed,Leaf Tornado,9.697,169.3,154.4,2333,,,,
Shadow Shiftry,Razor Leaf,Frustration,3.436,60,2.4,2333,,,,
Shadow Shiftry,Feint Attack,Frustration,3.436,60,2.4,2333,,,,
Shadow Shiftry,Snarl,Frustration,3.436,60,2.4,2333,,,,
Shadow Shiftry,Bullet Seed,Frustration,3.436,60,2.4,2333,,,,
Shiftry,Snarl,Leaf Blade,14.197,297.5,851.3,2333,,,,
Shiftry,Feint Attack,Leaf Blade,13.829,289.8,766.3,2333,,,,
Shiftry,Razor Leaf,Leaf Blade,13.719,287.4,742.2,2333,,,,
Shiftry,Snarl,Foul Play,13.583,284.6,713.1,2333,,,,
Shiftry,Bullet Seed,Leaf Blade,13.262,277.9,648.2,2333,,,,
Shiftry,Feint Attack,Foul Play,13.081,274.1,613.5,2333,,,,
Shiftry,Razor Leaf,Foul Play,13.011,272.6,600.5,2333,,,,
Shiftry,Snarl,Return,12.644,264.9,535.5,2333,,,,
Shiftry,Razor Leaf,Return,12.276,257.2,475.8,2333,,,,
Shiftry,Bullet Seed,Foul Play,12.211,255.8,465.8,2333,,,,
Shiftry,Feint Attack,Return,12.164,254.9,458.7,2333,,,,
Shiftry,Snarl,Hurricane,11.179,234.2,327.2,2333,,,,
Shiftry,Razor Leaf,Hurricane,11.168,234,325.9,2333,,,,
Shiftry,Bullet Seed,Return,10.938,229.2,299.9,2333,,,,
Shiftry,Feint Attack,Hurricane,10.885,228.1,294.1,2333,,,,
Shiftry,Bullet Seed,Hurricane,9.468,198.4,168.4,2333,,,,
Shiftry,Razor Leaf,Leaf Tornado,9.147,191.7,146.7,2333,,,,
Shiftry,Feint Attack,Leaf Tornado,8.769,183.7,123.9,2333,,,,
Shiftry,Snarl,Leaf Tornado,8.76,183.6,123.4,2333,,,,
Shiftry,Bullet Seed,Leaf Tornado,8.009,167.8,86.2,2333,,,,
Electabuzz,Thunder Shock,Thunderbolt,12.646,270.3,546.6,2334,,,,
Electabuzz,Low Kick,Thunderbolt,11.807,252.3,415.3,2334,,,,
Electabuzz,Thunder Shock,Return,11.513,246,375.5,2334,,,,
Electabuzz,Thunder Shock,Thunder,11.03,235.7,316.3,2334,,,,
Electabuzz,Thunder Shock,Thunder Punch,11.024,235.6,315.6,2334,,,,
Electabuzz,Low Kick,Return,10.626,227.1,272.5,2334,,,,
Electabuzz,Low Kick,Thunder Punch,10.448,223.3,254.6,2334,,,,
Electabuzz,Low Kick,Thunder,10.139,216.7,225.9,2334,,,,
Shadow Electabuzz,Thunder Shock,Thunderbolt,15.268,271.9,967.7,2334,,,,
Shadow Electabuzz,Low Kick,Thunderbolt,14.281,254.3,740.7,2334,,,,
Shadow Electabuzz,Thunder Shock,Thunder Punch,13.294,236.8,556.3,2334,,,,
Shadow Electabuzz,Thunder Shock,Thunder,13.13,233.8,529.3,2334,,,,
Shadow Electabuzz,Low Kick,Thunder Punch,12.622,224.8,452,2334,,,,
Shadow Electabuzz,Low Kick,Thunder,12.069,214.9,377.8,2334,,,,
Shadow Electabuzz,Low Kick,Frustration,3.406,60.7,2.4,2334,,,,
Shadow Electabuzz,Thunder Shock,Frustration,3.406,60.7,2.4,2334,,,,
Jellicent,Bubble,Shadow Ball,11.238,361.2,512.7,2338,,,,
Jellicent,Hex,Shadow Ball,10.972,352.7,465.9,2338,,,,
Jellicent,Bubble,Bubble Beam,8.875,285.3,199.4,2338,,,,
Jellicent,Bubble,Ice Beam,8.772,282,190.3,2338,,,,
Jellicent,Hex,Bubble Beam,8.535,274.4,170.6,2338,,,,
Jellicent,Hex,Ice Beam,8.451,271.7,164,2338,,,,
Huntail,Water Gun,Aqua Tail,11.475,248.7,375.8,2340,,,,
Huntail,Bite,Aqua Tail,11.064,239.8,324.8,2340,,,,
Huntail,Water Gun,Ice Beam,10.598,229.7,273.5,2340,,,,
Huntail,Bite,Ice Beam,10.274,222.7,241.5,2340,,,,
Huntail,Water Gun,Crunch,9.851,213.5,204.1,2340,,,,
Huntail,Bite,Crunch,9.665,209.5,189.1,2340,,,,
Manectric,Snarl,Wild Charge,14.695,270.8,859.2,2340,,,,
Manectric,Charge Beam,Wild Charge,14.292,263.4,768.8,2340,,,,
Manectric,Snarl,Thunder,11.702,215.6,345.6,2340,,,,
Manectric,Charge Beam,Thunder,10.988,202.5,268.6,2340,,,,
Manectric,Snarl,Flame Burst,10.798,199,250.5,2340,,,,
Manectric,Charge Beam,Flame Burst,10.28,189.4,205.8,2340,,,,
Garbodor,Infestation,Gunk Shot,10.343,263.4,291.4,2345,,,,
Garbodor,Infestation,Seed Bomb,9.102,231.8,174.8,2345,,,,
Garbodor,Infestation,Body Slam,8.911,226.9,160.6,2345,,,,
Garbodor,Take Down,Gunk Shot,8.087,205.9,108.9,2345,,,,
Garbodor,Take Down,Seed Bomb,7.758,197.6,92.2,2345,,,,
Garbodor,Take Down,Body Slam,7.529,191.7,81.8,2345,,,,
Garbodor,Infestation,Acid Spray,4.039,102.9,6.8,2345,,,,
Garbodor,Take Down,Acid Spray,3.807,97,5.4,2345,,,,
Piloswine,Powder Snow,Avalanche,12.085,308,543.6,2345,,,,
Piloswine,Ice Shard,Avalanche,12.067,307.5,540.3,2345,,,,
Piloswine,Ice Shard,Bulldoze,9.93,253,247.8,2345,,,,
Piloswine,Powder Snow,Bulldoze,9.606,244.8,216.9,2345,,,,
Piloswine,Ice Shard,Stone Edge,9.254,235.8,186.9,2345,,,,
Piloswine,Powder Snow,Stone Edge,8.51,216.9,133.7,2345,,,,
Exploud,Bite,Fire Blast,9.348,243.5,198.9,2347,,,,
Exploud,Bite,Crunch,9.092,236.9,178.1,2347,,,,
Exploud,Astonish,Crunch,8.466,220.6,133.8,2347,,,,
Exploud,Astonish,Fire Blast,8.176,213,116.4,2347,,,,
Exploud,Bite,Disarming Voice,8.076,210.4,110.8,2347,,,,
Exploud,Astonish,Disarming Voice,7.458,194.3,80.6,2347,,,,
Simipour,Water Gun,Surf,13.183,265.4,607.9,2350,,,,
Simipour,Bite,Surf,12.545,252.5,498.5,2350,,,,
Simipour,Water Gun,Hydro Pump,12.462,250.9,485.5,2350,,,,
Simipour,Bite,Hydro Pump,11.816,237.9,392.5,2350,,,,
Simipour,Water Gun,Crunch,10.437,210.1,238.9,2350,,,,
Simipour,Bite,Crunch,10.263,206.6,223.3,2350,,,,
Simisage,Vine Whip,Grass Knot,14.606,294,916.3,2350,,,,
Simisage,Vine Whip,Solar Beam,13.783,277.5,726.5,2350,,,,
Simisage,Bite,Grass Knot,13.458,270.9,660.4,2350,,,,
Simisage,Bite,Solar Beam,12.524,252.1,495.3,2350,,,,
Simisage,Vine Whip,Crunch,10.77,216.8,270.9,2350,,,,
Simisage,Bite,Crunch,10.263,206.6,223.3,2350,,,,
Simisear,Fire Spin,Flamethrower,13.207,265.9,612.5,2350,,,,
Simisear,Fire Spin,Fire Blast,12.427,250.2,480.2,2350,,,,
Simisear,Bite,Flamethrower,12.171,245,441.8,2350,,,,
Simisear,Bite,Fire Blast,11.348,228.4,333.8,2350,,,,
Simisear,Fire Spin,Crunch,10.812,217.7,275.1,2350,,,,
Simisear,Bite,Crunch,10.263,206.6,223.3,2350,,,,
Miltank,Tackle,Body Slam,9.467,315.7,267.9,2354,,,,
Miltank,Tackle,Stomp,9.328,311,252.5,2354,,,,
Miltank,Tackle,Thunderbolt,9.153,305.2,234.1,2354,,,,
Miltank,Tackle,Ice Beam,8.768,292.4,197.1,2354,,,,
Miltank,Zen Headbutt,Body Slam,8.719,290.7,192.7,2354,,,,
Miltank,Zen Headbutt,Stomp,8.409,280.4,166.7,2354,,,,
Miltank,Zen Headbutt,Thunderbolt,8.359,278.7,162.8,2354,,,,
Miltank,Tackle,Gyro Ball,8.159,272,147.7,2354,,,,
Miltank,Zen Headbutt,Ice Beam,8.086,269.6,142.5,2354,,,,
Miltank,Zen Headbutt,Gyro Ball,7.505,250.3,105.8,2354,,,,
Shadow Skuntank,Poison Jab,Sludge Bomb,15.533,323.5,1212.4,2358,,,,
Shadow Skuntank,Bite,Sludge Bomb,15.348,319.7,1155.8,2358,,,,
Shadow Skuntank,Poison Jab,Crunch,13.495,281.1,690.7,2358,,,,
Shadow Skuntank,Bite,Crunch,13.439,279.9,679.3,2358,,,,
Shadow Skuntank,Poison Jab,Flamethrower,13.11,273.1,615.3,2358,,,,
Shadow Skuntank,Bite,Flamethrower,13.002,270.8,595.3,2358,,,,
Shadow Skuntank,Poison Jab,Frustration,3.199,66.6,2.2,2358,,,,
Shadow Skuntank,Bite,Frustration,3.199,66.6,2.2,2358,,,,
Skuntank,Poison Jab,Sludge Bomb,12.793,319.7,669.4,2358,,,,
Skuntank,Bite,Sludge Bomb,12.67,316.7,644,2358,,,,
Skuntank,Poison Jab,Return,11.655,291.3,461.1,2358,,,,
Skuntank,Bite,Return,11.552,288.7,445.1,2358,,,,
Skuntank,Poison Jab,Crunch,11.136,278.3,384.3,2358,,,,
Skuntank,Bite,Crunch,11.105,277.5,380.1,2358,,,,
Skuntank,Poison Jab,Flamethrower,10.867,271.6,348.6,2358,,,,
Skuntank,Bite,Flamethrower,10.813,270.2,341.6,2358,,,,
Abomasnow,Razor Leaf,Blizzard,11.135,296.8,409.7,2362,,,,
Abomasnow,Razor Leaf,Return,10.863,289.5,371.1,2362,,,,
Abomasnow,Razor Leaf,Outrage,10.558,281.4,331.2,2362,,,,
Abomasnow,Razor Leaf,Energy Ball,10.445,278.4,317.2,2362,,,,
Abomasnow,Powder Snow,Blizzard,10.293,274.3,299.2,2362,,,,
Abomasnow,Powder Snow,Outrage,9.848,262.5,250.6,2362,,,,
Abomasnow,Powder Snow,Return,9.701,258.6,236.1,2362,,,,
Abomasnow,Powder Snow,Energy Ball,9.698,258.5,235.7,2362,,,,
Dodrio,Steel Wing,Drill Peck,13.022,238.1,525.8,2362,,,,
Dodrio,Feint Attack,Drill Peck,12.753,233.2,483.7,2362,,,,
Dodrio,Steel Wing,Aerial Ace,12.102,221.3,392.3,2362,,,,
Dodrio,Feint Attack,Aerial Ace,11.74,214.7,347.3,2362,,,,
Dodrio,Steel Wing,Brave Bird,11.637,212.8,335.3,2362,,,,
Dodrio,Steel Wing,Air Cutter,11.129,203.5,280.5,2362,,,,
Dodrio,Feint Attack,Brave Bird,11.016,201.4,269.3,2362,,,,
Dodrio,Feint Attack,Air Cutter,10.578,193.4,229,2362,,,,
Shadow Abomasnow,Razor Leaf,Blizzard,13.365,296.8,708.6,2362,,,,
Shadow Abomasnow,Razor Leaf,Outrage,12.758,283.4,588.4,2362,,,,
Shadow Abomasnow,Razor Leaf,Energy Ball,12.615,280.2,562.4,2362,,,,
Shadow Abomasnow,Powder Snow,Blizzard,12.333,273.9,513.9,2362,,,,
Shadow Abomasnow,Powder Snow,Outrage,11.936,265.1,450.8,2362,,,,
Shadow Abomasnow,Powder Snow,Energy Ball,11.752,261,423.6,2362,,,,
Shadow Abomasnow,Powder Snow,Frustration,3.11,69.1,2.1,2362,,,,
Shadow Abomasnow,Razor Leaf,Frustration,3.11,69.1,2.1,2362,,,,
Grumpig,Extrasensory,Psychic,11.49,331.8,503.4,2369,,,,
Grumpig,Charge Beam,Psychic,10.653,307.7,372,2369,,,,
Grumpig,Extrasensory,Shadow Ball,10.598,306.1,364.4,2369,,,,
Grumpig,Charge Beam,Shadow Ball,9.7,280.1,255.7,2369,,,,
Grumpig,Extrasensory,Mirror Coat,9.171,264.9,204.3,2369,,,,
Grumpig,Charge Beam,Mirror Coat,8.044,232.3,120.9,2369,,,,
Sandslash,Mud Shot,Earthquake,10.759,278.1,346.3,2374,,,,
Sandslash,Metal Claw,Earthquake,10.691,276.3,337.6,2374,,,,
Sandslash,Metal Claw,Return,10.289,265.9,289.6,2374,,,,
Sandslash,Mud Shot,Return,10.267,265.3,287.1,2374,,,,
Sandslash,Metal Claw,Bulldoze,9.807,253.5,239.1,2374,,,,
Sandslash,Mud Shot,Bulldoze,9.769,252.5,235.3,2374,,,,
Sandslash,Metal Claw,Rock Tomb,8.375,216.4,127.1,2374,,,,
Sandslash,Mud Shot,Rock Tomb,8.233,212.8,118.7,2374,,,,
Shadow Sandslash,Mud Shot,Earthquake,12.811,275.9,580.1,2374,,,,
Shadow Sandslash,Metal Claw,Earthquake,12.748,274.5,568.8,2374,,,,
Shadow Sandslash,Metal Claw,Bulldoze,11.819,254.5,420.2,2374,,,,
Shadow Sandslash,Mud Shot,Bulldoze,11.766,253.4,412.8,2374,,,,
Shadow Sandslash,Metal Claw,Rock Tomb,10.04,216.2,218.9,2374,,,,
Shadow Sandslash,Mud Shot,Rock Tomb,9.867,212.5,204.1,2374,,,,
Shadow Sandslash,Metal Claw,Frustration,3.169,68.3,2.2,2374,,,,
Shadow Sandslash,Mud Shot,Frustration,3.169,68.3,2.2,2374,,,,
Drifblim,Hex,Shadow Ball,13.09,347.6,779.6,2382,,,,
Drifblim,Astonish,Shadow Ball,12.894,342.3,733.9,2382,,,,
Drifblim,Hex,Ominous Wind,9.861,261.8,251,2382,,,,
Drifblim,Astonish,Ominous Wind,9.671,256.8,232.2,2382,,,,
Drifblim,Hex,Icy Wind,7.922,210.3,104.5,2382,,,,
Drifblim,Astonish,Icy Wind,7.782,206.6,97.4,2382,,,,
Perrserker,Metal Claw,Iron Head,11.814,271.4,447.4,2386,,,,
Perrserker,Metal Claw,Play Rough,11.538,265,407.1,2386,,,,
Perrserker,Metal Claw,Foul Play,11.446,262.9,394.2,2386,,,,
Perrserker,Shadow Claw,Iron Head,11.18,256.8,358.8,2386,,,,
Perrserker,Shadow Claw,Play Rough,11.021,253.1,338.8,2386,,,,
Perrserker,Shadow Claw,Foul Play,10.852,249.3,318.5,2386,,,,
Perrserker,Metal Claw,Close Combat,10.711,246,302.3,2386,,,,
Perrserker,Shadow Claw,Close Combat,10.046,230.8,234,2386,,,,
Dusknoir,Hex,Psychic,9.834,262.5,249.7,2388,,,,
Dusknoir,Hex,Return,9.732,259.8,239.4,2388,,,,
Dusknoir,Astonish,Psychic,9.565,255.4,223.5,2388,,,,
Dusknoir,Astonish,Return,9.354,249.7,204.4,2388,,,,
Dusknoir,Hex,Ominous Wind,9.089,242.6,182.2,2388,,,,
Dusknoir,Astonish,Ominous Wind,8.847,236.2,163.5,2388,,,,
Dusknoir,Hex,Dark Pulse,8.805,235.1,160.5,2388,,,,
Dusknoir,Astonish,Dark Pulse,8.534,227.8,141.6,2388,,,,
Shadow Dusknoir,Hex,Psychic,11.813,262.8,433.2,2388,,,,
Shadow Dusknoir,Astonish,Psychic,11.492,255.6,388,2388,,,,
Shadow Dusknoir,Hex,Ominous Wind,10.927,243.1,317.1,2388,,,,
Shadow Dusknoir,Astonish,Ominous Wind,10.639,236.7,285,2388,,,,
Shadow Dusknoir,Hex,Dark Pulse,10.564,235,277,2388,,,,
Shadow Dusknoir,Astonish,Dark Pulse,10.24,227.8,244.6,2388,,,,
Shadow Dusknoir,Hex,Frustration,3.14,69.8,2.2,2388,,,,
Shadow Dusknoir,Astonish,Frustration,3.14,69.8,2.2,2388,,,,
Magmar,Karate Chop,Flamethrower,12.222,255.1,465.8,2394,,,,
Magmar,Ember,Flamethrower,12.16,253.9,456.5,2394,,,,
Magmar,Ember,Fire Punch,11.764,245.6,399.8,2394,,,,
Magmar,Karate Chop,Fire Punch,11.759,245.5,399.1,2394,,,,
Magmar,Ember,Return,11.575,241.6,374.7,2394,,,,
Magmar,Karate Chop,Return,11.537,240.8,369.9,2394,,,,
Magmar,Karate Chop,Fire Blast,11.335,236.6,344.6,2394,,,,
Magmar,Ember,Fire Blast,11.317,236.2,342.4,2394,,,,
Shadow Magmar,Karate Chop,Flamethrower,14.772,257,828.3,2394,,,,
Shadow Magmar,Ember,Flamethrower,14.711,255.9,814.9,2394,,,,
Shadow Magmar,Ember,Fire Punch,14.259,248.1,719.2,2394,,,,
Shadow Magmar,Karate Chop,Fire Punch,14.245,247.8,716.3,2394,,,,
Shadow Magmar,Ember,Fire Blast,13.504,234.9,578.5,2394,,,,
Shadow Magmar,Karate Chop,Fire Blast,13.502,234.9,578.2,2394,,,,
Shadow Magmar,Ember,Frustration,3.525,61.3,2.7,2394,,,,
Shadow Magmar,Karate Chop,Frustration,3.525,61.3,2.7,2394,,,,
Heatmor,Fire Spin,Flamethrower,13.163,280.2,639,2395,,,,
Heatmor,Lick,Flamethrower,12.508,266.2,521,2395,,,,
Heatmor,Fire Spin,Power-Up Punch,11.093,236.1,322.3,2395,,,,
Heatmor,Fire Spin,Thunder Punch,10.946,233,305.6,2395,,,,
Heatmor,Lick,Power-Up Punch,10.294,219.1,239,2395,,,,
Heatmor,Lick,Thunder Punch,10.073,214.4,219.1,2395,,,,
Meganium,Vine Whip,Frenzy Plant,12.729,393,810.4,2410,,,,
Meganium,Razor Leaf,Frenzy Plant,12.029,371.3,646.3,2410,,,,
Meganium,Vine Whip,Solar Beam,11.482,354.5,536.7,2410,,,,
Meganium,Razor Leaf,Solar Beam,10.88,335.9,432.5,2410,,,,
Meganium,Vine Whip,Petal Blizzard,10.556,325.9,383.2,2410,,,,
Meganium,Razor Leaf,Petal Blizzard,10.085,311.3,319.4,2410,,,,
Meganium,Vine Whip,Earthquake,9.998,308.6,308.4,2410,,,,
Meganium,Razor Leaf,Earthquake,9.677,298.7,270.7,2410,,,,
Steelix,Iron Tail,Heavy Slam,9.389,366.5,303.4,2414,,,,
Steelix,Iron Tail,Earthquake,9.307,363.3,292.9,2414,,,,
Steelix,Thunder Fang,Heavy Slam,9.078,354.4,265.1,2414,,,,
Steelix,Dragon Tail,Heavy Slam,9.002,351.4,256.4,2414,,,,
Steelix,Thunder Fang,Earthquake,8.912,347.9,246.2,2414,,,,
Steelix,Dragon Tail,Earthquake,8.886,346.9,243.4,2414,,,,
Steelix,Iron Tail,Crunch,7.944,310.1,155.5,2414,,,,
Steelix,Dragon Tail,Crunch,7.515,293.4,124.5,2414,,,,
Steelix,Thunder Fang,Crunch,7.25,283,107.9,2414,,,,
Sawsbuck,Feint Attack,Solar Beam,12.064,276.3,485.1,2416,,,,
Sawsbuck,Feint Attack,Hyper Beam,11.529,264.1,404.7,2416,,,,
Sawsbuck,Feint Attack,Wild Charge,11.429,261.8,390.8,2416,,,,
Sawsbuck,Take Down,Solar Beam,10.199,233.6,247.8,2416,,,,
Sawsbuck,Feint Attack,Megahorn,10.129,232,241.1,2416,,,,
Sawsbuck,Take Down,Wild Charge,9.903,226.8,220.3,2416,,,,
Sawsbuck,Take Down,Hyper Beam,9.579,219.4,192.9,2416,,,,
Sawsbuck,Take Down,Megahorn,8.153,186.7,101.2,2416,,,,
Ambipom,Scratch,Hyper Beam,12.946,278.2,603.8,2418,,,,
Ambipom,Astonish,Hyper Beam,11.076,238,323.4,2418,,,,
Ambipom,Scratch,Aerial Ace,10.719,230.4,283.7,2418,,,,
Ambipom,Scratch,Low Sweep,10.043,215.8,218.6,2418,,,,
Ambipom,Astonish,Aerial Ace,9.156,196.8,151,2418,,,,
Ambipom,Astonish,Low Sweep,8.1,174.1,92.5,2418,,,,
Zangoose,Shadow Claw,Close Combat,11.339,210,306.2,2418,,,,
Zangoose,Fury Cutter,Close Combat,10.921,202.3,263.4,2418,,,,
Zangoose,Shadow Claw,Night Slash,10.847,200.9,256.3,2418,,,,
Zangoose,Shadow Claw,Dig,10.749,199.1,247.2,2418,,,,
Zangoose,Fury Cutter,Dig,10.386,192.4,215.5,2418,,,,
Zangoose,Fury Cutter,Night Slash,10.385,192.3,215.4,2418,,,,
Gothitelle,Confusion,Psychic,11.755,335.6,545.1,2419,,,,
Gothitelle,Confusion,Future Sight,10.923,311.9,406.5,2419,,,,
Gothitelle,Charm,Psychic,10.752,307,381.6,2419,,,,
Gothitelle,Confusion,Rock Slide,10.017,286,287.4,2419,,,,
Gothitelle,Charm,Future Sight,9.75,278.4,258,2419,,,,
Gothitelle,Charm,Rock Slide,9.205,262.8,204.9,2419,,,,
Tentacruel,Poison Jab,Hydro Pump,10.617,338.3,404.9,2422,,,,
Tentacruel,Acid,Hydro Pump,10.418,332,375.4,2422,,,,
Tentacruel,Poison Jab,Blizzard,9.896,315.4,305.7,2422,,,,
Tentacruel,Poison Jab,Sludge Wave,9.867,314.4,302.1,2422,,,,
Tentacruel,Acid,Blizzard,9.627,306.8,273.7,2422,,,,
Tentacruel,Acid,Sludge Wave,9.596,305.8,270.3,2422,,,,
Tentacruel,Acid,Acid Spray,3.743,119.3,6.3,2422,,,,
Tentacruel,Poison Jab,Acid Spray,3.743,119.3,6.3,2422,,,,
Zebstrika,Spark,Wild Charge,14.467,297.1,899.6,2428,,,,
Zebstrika,Low Kick,Wild Charge,13.615,279.6,705.7,2428,,,,
